01-jan-2016,9.8
02-jan-2016,9.8
03-jan-2016,9.5
04-jan-2016,8.4
05-jan-2016,7.6
06-jan-2016,9.8
07-jan-2016,7.2
08-jan-2016,6
09-jan-2016,6.1
10-jan-2016,4.9
11-jan-2016,6.8
12-jan-2016,6
13-jan-2016,4.6
14-jan-2016,4.8
15-jan-2016,6.2
16-jan-2016,7.8
17-jan-2016,8.3
18-jan-2016,8.2
19-jan-2016,6.8
20-jan-2016,9.3
21-jan-2016,11
22-jan-2016,11.4
23-jan-2016,11.4
24-jan-2016,11.5
25-jan-2016,11.5
26-jan-2016,11.6
27-jan-2016,11.5
28-jan-2016,10.2
29-jan-2016,10.2
30-jan-2016,5.9
31-jan-2016,12.4
01-feb-2016,11
02-feb-2016,6.8
03-feb-2016,9
04-feb-2016,10.8
05-feb-2016,8.8
06-feb-2016,8.5
07-feb-2016,9.8
08-feb-2016,7.3
09-feb-2016,5.8
10-feb-2016,7.6
11-feb-2016,6.2
12-feb-2016,6.4
13-feb-2016,5.6
14-feb-2016,6.7
15-feb-2016,7.3
16-feb-2016,9.1
17-feb-2016,6.2
18-feb-2016,7.1
19-feb-2016,11.1
20-feb-2016,12.4
21-feb-2016,12
22-feb-2016,7.2
23-feb-2016,7.8
24-feb-2016,7.2
25-feb-2016,6.7
26-feb-2016,5.8
27-feb-2016,6.3
28-feb-2016,7.4
29-feb-2016,9.9
01-mar-2016,11.6
02-mar-2016,8.6
03-mar-2016,7.9
04-mar-2016,7.4
05-mar-2016,7.6
06-mar-2016,4.3
07-mar-2016,8.3
08-mar-2016,9.8
09-mar-2016,8.9
10-mar-2016,9.7
11-mar-2016,11
12-mar-2016,11.3
13-mar-2016,12.4
14-mar-2016,8.7
15-mar-2016,8.3
16-mar-2016,11.7
17-mar-2016,7.9
18-mar-2016,9.7
19-mar-2016,6.8
20-mar-2016,7.2
21-mar-2016,8.5
22-mar-2016,6.6
23-mar-2016,11.1
24-mar-2016,11
25-mar-2016,11.2
26-mar-2016,8.9
27-mar-2016,9.4
28-mar-2016,9.4
29-mar-2016,7.7
30-mar-2016,10.3
31-mar-2016,10.2
01-apr-2016,9.5
02-apr-2016,9
03-apr-2016,11.5
04-apr-2016,13.4
05-apr-2016,12
06-apr-2016,7.9
07-apr-2016,10
08-apr-2016,9.8
09-apr-2016,7.5
10-apr-2016,8.1
11-apr-2016,11.3
12-apr-2016,11.4
13-apr-2016,11.8
14-apr-2016,12.6
15-apr-2016,11
16-apr-2016,9.7
17-apr-2016,9.5
18-apr-2016,11.4
19-apr-2016,13.1
20-apr-2016,12.8
21-apr-2016,12.4
22-apr-2016,9.5
23-apr-2016,12.7
24-apr-2016,10.1
25-apr-2016,13.5
26-apr-2016,10.3
27-apr-2016,10
28-apr-2016,11.8
29-apr-2016,9.8
30-apr-2016,12.2
01-may-2016,13.8
02-may-2016,12.4
03-may-2016,12.9
04-may-2016,12.3
05-may-2016,14.2
06-may-2016,16.3
07-may-2016,10.7
08-may-2016,15.2
09-may-2016,14.5
10-may-2016,17.7
11-may-2016,18.7
12-may-2016,20.4
13-may-2016,21.5
14-may-2016,13.4
15-may-2016,16.6
16-may-2016,15.7
17-may-2016,15.7
18-may-2016,15.2
19-may-2016,17.3
20-may-2016,12.5
21-may-2016,15.3
22-may-2016,15.6
23-may-2016,14.6
24-may-2016,14.5
25-may-2016,13.6
26-may-2016,13.2
27-may-2016,15
28-may-2016,16.4
29-may-2016,19.6
30-may-2016,21.2
31-may-2016,21.7
01-jun-2016,22.4
02-jun-2016,19.7
03-jun-2016,17.3
04-jun-2016,19.2
05-jun-2016,17.4
06-jun-2016,17.9
07-jun-2016,20
08-jun-2016,20.2
09-jun-2016,18.1
10-jun-2016,18.5
11-jun-2016,17.8
12-jun-2016,19
13-jun-2016,16.7
14-jun-2016,15.7
15-jun-2016,18.1
16-jun-2016,16.9
17-jun-2016,15.6
18-jun-2016,17.4
19-jun-2016,15.8
20-jun-2016,18.1
21-jun-2016,16.9
22-jun-2016,17.5
23-jun-2016,15.9
24-jun-2016,16.6
25-jun-2016,15.7
26-jun-2016,22.2
27-jun-2016,18
28-jun-2016,17.2
29-jun-2016,18.8
30-jun-2016,14.7
01-jul-2016,15.3
02-jul-2016,16.4
03-jul-2016,17.3
04-jul-2016,19.1
05-jul-2016,17.1
06-jul-2016,15.9
07-jul-2016,19
08-jul-2016,18.8
09-jul-2016,16.7
10-jul-2016,15
11-jul-2016,16.7
12-jul-2016,16.3
13-jul-2016,17
14-jul-2016,15.9
15-jul-2016,19.2
16-jul-2016,19.2
17-jul-2016,23
18-jul-2016,21.3
19-jul-2016,22.1
20-jul-2016,19.1
21-jul-2016,18.7
22-jul-2016,18.2
23-jul-2016,22.1
24-jul-2016,19.4
25-jul-2016,18.6
26-jul-2016,18.7
27-jul-2016,19.3
28-jul-2016,20.3
29-jul-2016,19.1
30-jul-2016,18.3
31-jul-2016,17.5
01-aug-2016,16.6
02-aug-2016,19.9
03-aug-2016,18
04-aug-2016,18.8
05-aug-2016,19.5
06-aug-2016,17.9
07-aug-2016,19.7
08-aug-2016,18.2
09-aug-2016,16
10-aug-2016,18.5
11-aug-2016,21.5
12-aug-2016,18.5
13-aug-2016,18.1
14-aug-2016,17.4
15-aug-2016,19.7
16-aug-2016,18.3
17-aug-2016,18.4
18-aug-2016,15.9
19-aug-2016,16.8
20-aug-2016,17.3
21-aug-2016,16.8
22-aug-2016,20.8
23-aug-2016,17.6
24-aug-2016,18.5
25-aug-2016,18.5
26-aug-2016,18.6
27-aug-2016,18.3
28-aug-2016,20.9
29-aug-2016,19.1
30-aug-2016,17.1
31-aug-2016,18.3
01-sep-2016,16.4
02-sep-2016,18.5
03-sep-2016,18.8
04-sep-2016,16.4
05-sep-2016,20.3
06-sep-2016,18.8
07-sep-2016,16.8
08-sep-2016,16.8
09-sep-2016,16.5
10-sep-2016,15.8
11-sep-2016,16.4
12-sep-2016,16.8
13-sep-2016,16.5
14-sep-2016,15.1
15-sep-2016,18.1
16-sep-2016,16.6
17-sep-2016,15.7
18-sep-2016,16.5
19-sep-2016,14.8
20-sep-2016,14.9
21-sep-2016,14
22-sep-2016,15.5
23-sep-2016,15.5
24-sep-2016,15.6
25-sep-2016,15
26-sep-2016,14.5
27-sep-2016,19.9
28-sep-2016,17.5
29-sep-2016,15.5
30-sep-2016,14.1
01-oct-2016,13.6
02-oct-2016,14.6
03-oct-2016,15
04-oct-2016,14.4
05-oct-2016,15.3
06-oct-2016,13.4
07-oct-2016,14.1
08-oct-2016,15.5
09-oct-2016,15
10-oct-2016,14.6
11-oct-2016,12.3
12-oct-2016,13.8
13-oct-2016,13.3
14-oct-2016,10.8
15-oct-2016,12.6
16-oct-2016,12
17-oct-2016,14.5
18-oct-2016,12
19-oct-2016,11.5
20-oct-2016,13.3
21-oct-2016,12.2
22-oct-2016,12.5
23-oct-2016,11.6
24-oct-2016,11.4
25-oct-2016,13
26-oct-2016,14.7
27-oct-2016,14.1
28-oct-2016,13.9
29-oct-2016,11.8
30-oct-2016,12.9
31-oct-2016,13.4
01-nov-2016,10.2
02-nov-2016,10.1
03-nov-2016,10.5
04-nov-2016,9.5
05-nov-2016,8.5
06-nov-2016,8
07-nov-2016,7.9
08-nov-2016,11
09-nov-2016,10.4
10-nov-2016,10.6
11-nov-2016,12.6
12-nov-2016,12.7
13-nov-2016,11.9
14-nov-2016,15.4
15-nov-2016,14.7
16-nov-2016,10.9
17-nov-2016,7.8
18-nov-2016,5.2
19-nov-2016,4.8
20-nov-2016,4.8
21-nov-2016,3.3
22-nov-2016,7.4
23-nov-2016,6.8
24-nov-2016,8
25-nov-2016,4.7
26-nov-2016,6.9
27-nov-2016,8.8
28-nov-2016,7.6
29-nov-2016,7.3
30-nov-2016,6.7
01-dec-2016,6.6
02-dec-2016,8.9
03-dec-2016,8.5
04-dec-2016,7.3
05-dec-2016,9.3
06-dec-2016,11.8
07-dec-2016,12.5
08-dec-2016,11.8
09-dec-2016,12.2
10-dec-2016,10
11-dec-2016,9.4
12-dec-2016,10.6
13-dec-2016,11.6
14-dec-2016,11.5
15-dec-2016,9.3
16-dec-2016,8.5
17-dec-2016,8
18-dec-2016,8.5
19-dec-2016,9.1
20-dec-2016,9.1
21-dec-2016,8
22-dec-2016,8.3
23-dec-2016,11.2
24-dec-2016,11.2
25-dec-2016,11.7
26-dec-2016,7.8
27-dec-2016,8.6
28-dec-2016,9.4
29-dec-2016,10.5
30-dec-2016,11.2
31-dec-2016,9.5